sample_id	lab_id	key_plot	day_num	cases_new_cens_per100k	pcr_target_flowpop_lin	sample_collect_date	pcr_target_flowpop_log10	rec_eff_percent	wwtp_name	wwtp_jurisdiction	CountyFIPS	stormwater_input	influent_equilibrated	sample_type	sample_matrix	sample_location	sample_location_specify	reporting_jurisdiction	capacity_mgd	sewershed_population_served	industrial_input	sewage_travel_time	slopes_flowpop_5m	pvals_flowpop_5m	pdc_flowpop_5m	predsuprexc_flowpop_5m	alert_flowpop_5m	slopes_flowpop_3m	pvals_flowpop_3m	pdc_flowpop_3m	predsuprexc_flowpop_3m	alert_flowpop_3m	trend_flowpop_5m3m_p05	trend_flowpop_5m3m_p05_prev	slopes_mic_5m	pvals_mic_5m	pdc_mic_5m	predsuprexc_mic_5m	alert_mic_5m	slopes_mic_3m	pvals_mic_3m	pdc_mic_3m	predsuprexc_mic_3m	alert_mic_3m	trend_mic_5m3m_p05	trend_mic_5m3m_p05_prev	slopes_flowpop_15d	pvals_flowpop_15d	pdc_flowpop_15d	predsuprexc_flowpop_15d	alert_flowpop_15d	slopes_flowpop_8d	pvals_flowpop_8d	pdc_flowpop_8d	predsuprexc_flowpop_8d	alert_flowpop_8d	trend_flowpop_15d8d_p05	trend_flowpop_15d8d_p05_prev	slopes_mic_15d	pvals_mic_15d	pdc_mic_15d	predsuprexc_mic_15d	alert_mic_15d	slopes_mic_8d	pvals_mic_8d	pdc_mic_8d	predsuprexc_mic_8d	alert_mic_8d	trend_mic_15d8d_p05	trend_mic_15d8d_p05_prev	cases_new_cens	pcr_target_mic_lin_roll7	pcr_target_flowpop_lin_roll7	pcr_target_flowpop_lin_spline	pcr_target_mic_lin_spline	cases_new_cens_per100k_spline	pcr_target_detect	hum_frac_mic_conc	hum_frac_mic_unit	hum_frac_chem_conc	hum_frac_chem_unit	other_norm_conc	other_norm_unit	lod_sewage	pcr_target	pcr_gene_target	inhibition_detect	inhibition_adjust	hum_frac_target_chem	other_norm_name	hum_frac_target_mic	flow_rate	pcr_target_avg_conc	pcr_target_below_lod	solids_separation	concentration_method	extraction_method	rec_eff_target_name	rec_eff_spike_matrix	pasteurized	pcr_type	quant_stan_type	pcr_target_units	quality_flag	collection_storage_temp	collection_storage_time	pre_conc_storage_temp	pre_conc_storage_time	pre_ext_storage_temp	pre_ext_storage_time	sample_collect_time	time_zone	collection_water_temp	tot_conc_vol	ext_blank	num_no_target_control	tss	ph	composite_freq	pcr_target_avg_conc_log10	pcr_target_avg_conc_lin	pcr_target_mic_lin	pcr_target_mic_log10	sample_first_reported	rec_eff_spike_conc	conductivity	equiv_sewage_amt	hum_frac_mic_conc_lin	ntc_amplify	ptc_flowpop_3m	ptc_flowpop_5m	ptc_flowpop_8d	ptc_flowpop_15d	ptc_mic_3m	ptc_mic_5m	ptc_mic_8d	ptc_mic_15d	perc_flowpop	quin_flowpop	perc_mic	quin_mic	major_lab_method	COUNTY_POPESTIMATE2020	vax_date	cases_date	hosp_date	deaths_date	actuals.vaccinationsInitiated	actuals.vaccinationsCompleted	actuals.vaccinationsAdditionalDose	metrics.vaccinationsInitiatedRatio	metrics.vaccinationsCompletedRatio	metrics.vaccinationsAdditionalDoseRatio	actuals.newCases	metrics.caseDensity100k	metrics.infectionRate	metrics.testPositivityRatio	actuals.icuBeds.currentUsageCovid	actuals.hospitalBeds.currentUsageCovid	actuals.newDeaths
XXXX	XXXX	va_523_wwtp	629.0			2021-11-20			XXXX	va	51143				raw wastewater	XXXX	XXXX	va	20.0	47000			0.02108281449666862	0.14467735477373878	4.9742582278792025	6.258921183228409	no	0.02532940864728286	0.646694891789838	6.005746483769769	8.600581073349703	no	plateau														0.09609442029089163	0.646694891789838	24.765473831610187	9.588253245774398	no	0.09609442029089163		24.765473831610187		no																	1345749.970212767	3982432.280029956											sars-cov-2																																													126.2620517820455	289.33083921860805		2114.7355869852436										59850	2021-11-10	2021-11-27	2021-12-04	2021-12-11	30588	27449		0.507	0.455		0	15.3	0.98	0.311			0
XXXX	XXXX	wi_211_wwtp	254.0	75.53907430298035	5676513.101605173	2020-11-10	6.754081644559277	0.08	XXXX	wi	55139			24-hr flow-weighted composite	raw wastewater	XXXX	XXXX	wi	15.5	72810			0.015985372673909475	0.7377032588658535	3.749347176155271	9.406945035040494	no	-0.045361552566331904	0.8148765724305684	-9.917911303219086	12.161108345833027	no	plateau	plateau	0.0027101034204363265	0.6564909351214832	0.6259754620424163	0.9246919068495674	no	-0.008022775250497764	0.724402163062778	-1.830354040884219	1.1547632195478166	no	plateau	plateau	0.015985372673909475	0.7377032588658535	3.749347176155271	9.459732778809034	no	-0.045361552566331904	0.8148765724305684	-9.917911303219086	10.857878332653755	no	plateau	plateau	0.0027101034204363265	0.6564909351214832	0.6259754620424163	0.8521432478970336	no	-0.008022775250497764	0.724402163062778	-1.830354040884219	1.018717014021701	no	plateau	plateau	55.0	0.003479124097672894	35167623.38257411	24539444.18079026	0.0024876289670036546	76.82383432428516	No	17259048.99999999	copies/l wastewater					26500.0	sars-cov-2	n2 and n1	No	No			pepper mild mottle virus	8.5	12845.232578665134	Yes	filtration	membrane filtration with addition of mgcl2	promega ht tna kit	bcov vaccine	raw sample		qpcr	dna	copies/l wastewater								00:00	utc-06:00				3		7.98		4.108741972106953	12845.232578665134	0.0007442607398973804	0.5677397262709198	2021-05-21 16:10:05	6.093	1129.0	2.0	17259048.99999999	no	-51.86409603459712	67.41532775885865	-51.86409603459712	67.41532775885865	-12.130010754700793	9.129319704498906	-12.130010754700793	9.129319704498906	0.02857142857142857	1	0.1	1		171631	2020-10-31	2020-11-17	2020-11-24	2020-12-01							129	123.2	0.91	0.155			9
XXXX	XXXX	ca_294_wwtp	480.0			2021-06-24		86.3	XXXX	ca	06113			grab	primary sludge	XXXX	XXXX	ca	7.5	70717															0.020380312039225114	0.05364248146769441	4.804592100536009	0.5336419425260599	no	0.049525293560128275	0.11731697348547589	12.079269984657447	0.7717350698074747	no	plateau	plateau													0.0027374465223665473	0.2503217128420495	0.6323110546760047	0.4565652822737029	yes	0.005570716170169195	0.4299963749545704	1.290966746772404	0.4898955554184201	no	plateau	plateau		6.864900625547464e-06			6.432708679339997e-06		Yes	869000000.0000014	copies/g dry sludge					500.0	sars-cov-2	n	No	No			pepper mild mottle virus		15001.467359999991	No	centrifugation	none	chemagic viral dna/rna 300 kit	bcov vaccine	dewatered solids		ddpcr	dna	copies/g dry sludge				4.0	6.0	0.0	6.0	07:00	utc-07:00			yes	more than 3				4.176133741401216	15001.467359999991	1.726290835443034e-05	0.4671802776859197	2021-07-03 00:00:40	4.0			869000000.0000014	no					25.617627602937354	26.4449707197683	9.394380493374355	9.225552780862746			0.29086538461538464	2		219728	2021-06-14	2021-07-01	2021-07-08	2021-07-15	128888	115112	0	0.585	0.522	0.0			0.97	0.01	1	3	0
XXXX	XXXX	wi_217_wwtp	407.0	16.129032258064516	1830494.0968583254	2021-04-12	6.262568332667979	1.069	XXXX	wi	55089			24-hr flow-weighted composite	raw wastewater	XXXX	XXXX	wi	2.75	12400			0.00018553047928196844	0.9845014285104374	0.04272909786846579	6.7234623686284305	no	0.012329758965663356	0.4557660989459841	2.8797165344401243	7.232288809256118	no	plateau	plateau	-0.0011753199367165127	0.41947026572111923	-0.2702615507040651	0.6124713064629491	no	-0.0009822613350384082	0.44606473695513144	-0.22591845000952127	0.5867747850749014	no	plateau	plateau	0.012329758965663356	0.4557660989459841	2.8797165344401243	7.073520062292226	no	0.03090644914220039		7.375809047460713		no	sustained decrease	sustained decrease	-0.0009822613350384082	0.44606473695513144	-0.22591845000952127	0.5797664166071631	no	0.0004527158685515923		0.10429603155284184		no	sustained decrease	sustained decrease	suppressed	0.0001903361977988842	1830494.0968583226	1393215.2217940167	0.0003007675411471228	10.815247130065224	No	11147685.119999988	copies/l wastewater				copies/l wastewater	4243.616	sars-cov-2	n2 and n1	No	No		hf183	pepper mild mottle virus	2.826	2121.8080000000004	Yes	filtration	membrane filtration with addition of mgcl2	qiagen rneasy powermicrobiome kit	bcov vaccine	raw sample		ddpcr	rna	copies/l wastewater								06:55	utc-05:00				2			0.017	3.326706082528047	2121.8080000000004	0.0001903361977988846	0.47206171363943605	2021-06-11 16:01:01	4.314	1676.0	1.571	11147685.119999988	no	48.804692082112226	1.2033417985568784	64.5679063350604	48.804692082112226	-3.1168297982918647	-7.297586359593133	0.7323605048148218	-3.1168297982918647	0.4189189189189189	3	0.1780821917808219	1	1	90043	2021-04-02	2021-04-19	2021-04-26	2021-05-03	35726	20818		0.4	0.233		2	10.2	0.79	0.035			0
XXXX	XXXX	oh_150_wwtp	259.0	31.932762375542058	43138290.50872338	2020-11-15	7.634862930814312	-1.0	XXXX	oh	39035	yes		24-hr flow-weighted composite	raw wastewater	XXXX	XXXX	oh	155.0	313158	2.02247185653515		0.06795444313525428	0.1320235954542952	16.937671865477345	8.333972688398557	no	0.14314772345972482	0.09455754870793791	39.04254982307567	9.777941494191616	no	plateau	plateau													0.06795444313525428	0.1320235954542952	16.937671865477345	8.880891419576042	no	0.14314772345972482	0.09455754870793791	39.04254982307567	12.016463683656395	no	plateau	plateau													100.0		25910008.334969945	18185418.662931435		59.76532717375467	Yes		copies/l wastewater					170.0	sars-cov-2	n2	Not Tested	No			crassphage	121.650001525879	29336.111328124993	No	centrifugation	membrane filtration with no amendment, membrane recombined with separated solids	qiagen allprep dna/rna kit			no	qpcr	dna	copies/l wastewater	no	4.0		4.0	0.0		0.0	00:00	utc-05:00	17.363333384196	225.0	no	more than 3	284.0	7.09999990463257		4.4674025450674435	29336.111328124993			2021-04-14 19:59:17	0.0				no	904.6945911725221	794.0508159910028	904.6945911725221	794.0508159910028					0.9568345323741008	5			5	1227883	2020-11-05	2020-11-22	2020-11-29	2020-12-06							1191	56.2	1.12	0.146			
XXXX	XXXX	ca_298_wwtp	679.0	14.797297297297296		2022-01-09		89.1	XXXX	ca	06067			grab	primary sludge	XXXX	XXXX	ca	181.0	1480000		15.0													0.0031818398480120743	0.324198729845177	0.7353361152328874	0.7044881218673456	no	-0.005404061064845208	0.29115016363514284	-1.2366212577644475	0.7399953514613231	no	plateau	sustained increase													0.005246924604417407	7.710256624266671e-05	1.2154766380174653	0.7258913706881613	no	0.0006583592499001478	0.712276281128031	0.1517077794630728	0.7016424503482702	no	sustained increase	sustained increase	219.0	0.0011159470645531941			0.0010184476966383189	35.82626324560299	Yes	1240719918.0000017	copies/g dry sludge					500.0	sars-cov-2	n	No	No			pepper mild mottle virus		1261615.95	No	centrifugation	none	chemagic viral dna/rna 300 kit	bcov vaccine	dewatered solids		ddpcr	dna	copies/g dry sludge				4.0	6.0	0.0	6.0	07:00	utc-07:00			yes	more than 3				6.1009271709305475	1261615.95	0.0010168418606785019	0.6708979600316414	2022-01-13 18:56:37	4.0			1240719918.0000017	no					-2.4579501941773496	2.973946949593831	1.0667998979452031	18.428695210515688			0.9738717339667459	5		1559146	2021-12-30	2022-01-16	2022-01-23	2022-01-30	1073325	982309	381252	0.692	0.633	0.246	0	251.6	1.14	0.247			0
XXXX	XXXX	ca_271_wwtp_8	499.0	5.0		2021-07-13			XXXX	ca	06073	no	no		raw wastewater	XXXX	XXXX	ca	420.0	2200000	3.0	15.0	0.015466665753105487	0.22523199338513136	3.6255063683285904	7.467668660069716	no	-0.0007935278131585158	0.961812829506405	-0.1825497063124737	7.659263402995598	no	plateau		0.0038043515456405814	0.10468002870511879	0.8798322860224861	0.6005763786371301	no	0.004454951971813699	0.3683333935498813	1.0310698677752361	0.5557115159959023	no	plateau		0.04441343782653515	0.04798856752245744	10.767776461586575	7.2502798304661	no	-0.0007935278131585158	0.961812829506405	-0.1825497063124737	7.130844907685824	no	sustained increase		0.006404382555177628	0.01776555907782435	1.4855903886633826	0.5792664392581255	no	0.004454951971813699	0.3683333935498813	1.0310698677752361	0.5710912564005356	no	sustained increase		110.0	0.00010398630530712254	5872588.791515112	7307381.994537809	0.0001112475884962218	4.574663393684197									sars-cov-2																																													-0.9094221698429106	32.96377171549998	-1.2708710741091256	318.58930663463354	5.26276164432089	7.2592639515109525	7.444617416508348	22.930983385935665						3332427	2021-07-03	2021-07-20	2021-07-27	2021-08-03	2186237	1930120	0	0.655	0.578	0.0	1892	15.1	1.34	0.064			0
XXXX	XXXX	oh_163_wwtp	723.0						XXXX	oh	39113	no			raw wastewater	XXXX	XXXX	oh	11.2	65000	9.79865822500596	4.0	-0.03246426542164625	0.028233452961593183	-7.202615755612529	7.57545472743754	no	-0.02365779375688396	0.5715847334074886	-5.301694872559148	8.226675790598403	no			-0.007512752060444732	0.07825260370002626	-1.7149986557964292	0.76211669635005	no	-0.005318154706352836	0.6995038943454189	-1.21708326738037	1.1860100238695837	no			0.01918284900021034	0.5715847334074886	4.5160165558129295	9.603374571766054	no	0.01918284900021034	0.5715847334074886	4.5160165558129295	8.718370137252167	no	sustained decrease		-0.020354361056556903	0.6995038943454189	-4.578631900800822	1.4617723715324447	no	-0.020354361056556903	0.6995038943454189	-4.578631900800822	1.1302567708341855	no	plateau																sars-cov-2																																																										531610																	
XXXX	XXXX	wi_210_wwtp	609.0	0.0		2021-10-31			XXXX	wi	55061				raw wastewater	XXXX	XXXX	wi	1.0	3100			0.005427516267301982	0.20062708416750527	1.2575735858558534	7.866216428415119	no	-0.003435715268373963	0.3977385585236159	-0.7879816943320517	9.19757421657033	no			-0.0005202736492539175	0.4370931775805219	-0.11972570642373448	0.6942396799845145	no	0.0010465135803351005	0.19709636631660346	0.24125921977931064	0.8657989672572882	no			0.0030012634400193436	0.2791085785669061	0.6934598199679121	8.258376440441497	no	0.00014462025520481418		0.03330558945822126		no	sustained decrease		0.00017677232808131982	0.05907039316000748	0.040711617679911605	0.644267763713616	no	-0.0027077403738370925		-0.6215406569754944		no	sustained increase		0.0					25.465718333173317									sars-cov-2																																																										20386	2021-10-21	2021-11-07	2021-11-14	2021-11-21	10099	9579		0.494	0.469		0	58.3	0.97	0.128			0
XXXX	XXXX	co_311_wwtp	707.0			2022-02-06			XXXX	co	08069				raw wastewater	XXXX	XXXX	co	10.177	92126			-0.03847440666804619	6.380743782449903e-05	-8.477980762724012	8.404372529882396	no	-0.04209156449254602	0.022301255006434022	-9.237085002006395	8.104944502485342	no			-0.00455872334035374	0.4444618136904524	-1.0441948752374697	1.08710864117808	no	-0.016139756749761702	0.4754882705288659	-3.64810883990766	1.893519896071847	no			-0.0401040967327766	0.0011942515088986306	-8.820773577146701	7.8639883035727145	no	-0.038968846601943316	0.022301255006434022	-8.582118377277459	7.957656736393555	no	sustained decrease		-0.006461451549169607	0.549833545506619	-1.4767910804534878	1.1591198109269432	no	0.015492593619032635	0.4754882705288659	3.6316931115441653	1.5109890769814074	no	plateau			0.14196959955079258	99674854.22106886												sars-cov-2																																															-46.63972319731936	-72.54998123066645			28.365452281169155	-18.803057074270157						360428	2022-01-27	2022-02-13	2022-02-20	2022-02-27	263323	237185	128845	0.738	0.665	0.361	0	48.7	0.61	0.085			
